Draw,Date,WN1,WN2,WN3,WN4,WN5,WN6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
10/082,7/13/2010,2,3,5,25,43,48,24,"2,25",,4,2,3,0,1,0,2,0,0,3,434900,81,42950,194,4800,4728,320,6614,160,94745,20,27695400
10/081,7/10/2010,2,22,25,27,35,42,13,,,3,3,1,0,3,1,1,2,4610435,5,281390,138,27305,252,4800,5422,320,7575,160,97395,20,30392817
10/080,7/8/2010,4,16,40,43,46,47,27,46,,2,4,1,1,0,1,3,0,0,2,660590,85,41445,226,4800,3487,320,4859,160,66022,20,25884380
10/079,7/6/2010,14,17,21,29,42,46,49,"14,21",,3,3,0,2,2,0,2,1,17397970,1,2223350,127,46680,234,4800,5841,320,7663,160,113687,20,42185959
10/078,7/3/2010,2,13,14,21,45,49,19,21,,4,2,1,2,1,0,2,0,0,1,1909305,100,50910,225,4800,5108,320,7177,160,103601,20,36893441
10/077,6/29/2010,8,11,21,38,41,48,49,"21,41",,3,3,1,1,1,1,2,0,0,5,225810,106,28400,350,4800,5371,320,9537,160,102455,20,28232086
10/076,6/26/2010,7,13,15,20,21,41,2,,,5,1,1,3,1,0,1,1,16721705,1,1749675,108,43200,299,4800,6961,320,8796,160,117437,20,37475683
10/075,6/24/2010,5,23,26,31,34,49,24,,,4,2,1,0,2,2,1,0,0,0,0,70,61640,214,4800,4547,320,7534,160,91750,20,32180260
10/074,6/22/2010,2,4,9,20,35,40,44,"2,35",,2,4,3,1,0,2,0,0,0,2,703110,85,44115,197,4800,5169,320,5282,160,98548,20,29106820
10/073,6/19/2010,2,8,12,13,27,35,37,,,3,3,2,2,1,1,0,1,14391610,6,259010,170,24375,371,4800,8800,320,9174,160,149086,20,37836032
10/072,6/17/2010,5,11,15,42,45,48,14,5,,4,2,1,2,0,0,3,0,0,2,788230,91,46195,209,4800,4902,320,6354,160,94826,20,31544795
10/071,6/15/2010,5,10,18,21,35,49,11,21,,4,2,2,1,1,1,1,0,0,2,654450,75,46535,254,4800,4424,320,7403,160,84733,20,27968662
10/070,6/13/2010,2,11,19,20,21,40,43,,,3,3,1,3,1,1,0,1,5000000,1,1339710,158,22610,200,4800,5827,320,5260,160,98098,20,28598276
10/069,6/10/2010,8,26,32,35,36,49,24,8,,2,4,1,0,1,3,1,1,40085640,10,373910,216,46160,738,4800,12934,320,19398,160,250422,20,79972849
10/068,6/8/2010,7,8,12,21,23,47,10,,8,4,2,2,1,2,0,1,0,0,11,268735,333,23670,1192,4800,18494,320,28082,160,317291,20,81731437
10/067,6/5/2010,9,15,30,37,38,40,1,,,3,3,1,1,1,3,0,2,29186880,12,404520,371,34890,1153,4800,19978,320,28743,160,361273,20,109840852
10/066,6/3/2010,5,16,19,26,42,44,6,,,2,4,1,2,1,0,2,0,0,6,688400,235,46865,752,4800,12961,320,22635,160,249744,20,86357629
10/065,6/1/2010,7,11,13,24,28,46,26,,,3,3,1,2,2,0,1,0,0,8,376615,230,34930,715,4800,14267,320,19238,160,252927,20,70753536
10/064,5/29/2010,4,16,25,26,33,42,30,33,,2,4,1,1,2,1,1,0,0,3,766160,143,42860,349,4800,7909,320,9573,160,147281,20,47263141
10/063,5/27/2010,9,22,28,32,33,49,18,,,3,3,1,0,2,2,1,0,0,3,556200,129,34490,451,4800,8643,320,12429,160,151683,20,41072509
10/062,5/25/2010,14,18,30,40,43,46,27,18,,1,5,0,2,1,1,2,0,0,1,1826515,72,67645,272,4800,4592,320,6626,160,90238,20,35224501
10/061,5/22/2010,12,17,18,26,29,33,41,,,3,3,0,3,2,1,0,0,0,2,555700,84,35280,170,4800,4569,320,4750,160,82729,20,23768326
10/060,5/20/2010,4,10,11,15,22,37,49,4,,3,3,2,2,1,1,0,2,19817155,10,335605,291,30750,504,4800,14858,320,15327,160,264384,20,73148922
10/059,5/18/2010,4,7,12,20,39,48,14,39,,2,4,2,2,0,1,1,0,0,8,398585,179,47500,577,4800,11032,320,17540,160,211300,20,67949731
10/058,5/15/2010,1,29,32,39,44,47,17,39,,4,2,1,0,1,2,2,1,18138150,1,1987750,98,54085,257,4800,4900,320,8083,160,97137,20,38147963
10/057,5/13/2010,16,22,31,37,39,49,32,,,4,2,0,1,1,3,1,0,0,1,1717335,99,46255,252,4800,5110,320,7563,160,102362,20,34598822
10/056,5/11/2010,15,26,29,34,35,40,9,34,,3,3,0,1,2,3,0,0,0,0,0,69,54985,197,4800,3870,320,6702,160,76362,20,28161898
10/055,5/9/2010,1,5,8,21,27,34,20,,,4,2,3,0,2,1,0,1,8994495,0,0,153,23205,309,4800,7357,320,8930,160,127036,20,32519578
10/054,5/6/2010,2,31,37,38,39,40,44,40,,3,3,1,0,0,5,0,0,0,2,654125,133,26230,153,4800,5006,320,4305,160,77510,20,26221422
10/053,5/4/2010,19,24,34,40,41,46,15,41,,2,4,0,1,1,2,2,1,15935960,1,2099470,96,58315,206,4800,5124,320,6819,160,100025,20,39075626
10/052,5/2/2010,7,16,26,28,41,44,24,"7,26,41",,2,4,1,1,2,0,2,0,0,1,1545845,91,45295,235,4800,4477,320,8870,160,89187,20,31645273
10/051,4/29/2010,5,7,24,26,41,49,3,,,4,2,2,0,2,0,2,0,0,2,631085,63,53425,168,4800,3541,320,5886,160,73882,20,25195454
10/050,4/27/2010,3,13,18,21,22,33,8,,,4,2,1,2,2,1,0,2,2500000,14,61095,201,11370,950,4800,8290,320,15638,160,119511,20,29009976
10/049,4/24/2010,5,12,16,23,29,39,11,"16,23,29,39",,4,2,1,2,2,1,0,1,8894105,3,432675,102,33935,325,4800,6344,320,9357,160,101555,20,30791727
10/048,4/22/2010,1,16,23,29,39,46,17,,,4,2,1,1,2,1,1,0,0,1,1337115,57,62555,143,4800,3823,320,4799,160,74534,20,25859157
10/047,4/20/2010,6,17,25,27,35,40,32,,,4,2,1,1,2,2,0,2,15219685,3,1159930,219,42370,499,4800,11833,320,15094,160,225959,20,71497707
10/046,4/17/2010,1,2,24,38,42,49,19,,,2,4,2,0,1,1,2,0,0,2,735200,81,48405,237,4800,4866,320,6173,160,91674,20,30163181
10/045,4/15/2010,19,21,30,35,36,37,33,37,,4,2,0,1,2,3,0,0,0,4,293875,71,44150,347,4800,4148,320,6852,160,77597,20,26392868
10/044,4/13/2010,31,32,33,37,42,46,17,,,3,3,0,0,0,4,2,2,5199965,1,1349980,124,36285,253,4800,5884,320,7081,160,103142,20,34547453
10/043,4/11/2010,2,7,20,36,38,41,40,,,2,4,2,1,0,2,1,0,0,2,701940,84,44565,205,4800,4450,320,5897,160,85746,20,28428393
10/042,4/8/2010,3,5,25,30,33,37,35,25,,5,1,2,0,2,2,0,1,25238935,5,495090,200,33005,566,4800,9300,320,13299,160,173616,20,54496820
10/041,4/6/2010,11,20,25,35,42,45,8,"11,35",,4,2,0,2,1,1,2,0,0,6,356430,126,45260,316,4800,6877,320,9711,160,125194,20,43412049
10/040,4/3/2010,11,23,35,37,40,43,30,"23,43",,5,1,0,1,1,3,1,0,0,0,0,57,74815,168,4800,3970,320,5641,160,78717,20,30128397
10/039,4/1/2010,20,21,23,31,42,43,41,31,,4,2,0,1,2,1,2,0,0,7,175765,113,29035,381,4800,4539,320,7199,160,81171,20,27907970
10/038,3/30/2010,2,22,29,31,40,48,20,22,,2,4,1,0,2,2,1,1,33012280,1,4337425,234,49425,586,4800,13308,320,17955,160,258204,20,86822603
10/037,3/27/2010,1,3,8,22,36,44,29,44,,2,4,3,0,1,1,1,0,0,4,325480,134,25905,380,4800,7511,320,8376,160,130141,20,32791733
10/036,3/25/2010,14,16,29,44,45,47,42,,,3,3,0,2,1,0,3,0,0,1,1463765,44,88710,142,4800,3498,320,4767,160,69932,20,27196108
10/035,3/23/2010,7,11,22,27,32,46,17,,,3,3,1,1,2,1,1,5,13161965,37,159090,723,21710,1995,4800,33552,320,46857,160,553318,20,151852842
10/034,3/20/2010,8,12,29,33,39,45,36,39,,4,2,1,1,1,2,1,0,0,4,1053980,270,41635,732,4800,14626,320,21477,160,277463,20,89010274
10/033,3/18/2010,4,19,30,37,39,41,31,"4,37",,4,2,1,1,1,2,1,0,0,3,1213435,157,61830,436,4800,9318,320,13873,160,186172,20,69789983
10/032,3/16/2010,4,16,28,37,38,47,30,4,16,2,4,1,1,1,2,1,0,0,5,538805,204,35215,383,4800,10957,320,11319,160,199929,20,57205179
10/031,3/13/2010,1,4,14,18,22,39,48,14,,2,4,2,2,1,1,0,0,0,2,983340,128,40970,354,4800,8039,320,8757,160,150421,20,42757647
10/030,3/11/2010,10,14,35,40,43,48,21,14,,2,4,1,1,0,2,2,0,0,4,466620,85,58555,269,4800,4629,320,6630,160,91837,20,35822473
10/029,3/9/2010,9,13,14,17,28,45,20,28,9,4,2,1,3,1,0,1,0,0,2,598460,93,34320,263,4800,5282,320,6147,160,102462,20,27325933
10/028,3/7/2010,3,12,26,28,31,46,16,,,2,4,1,1,2,1,1,1,33237010,9,366565,292,30125,722,4800,14470,320,19423,160,257441,20,75040047
10/027,3/4/2010,10,11,24,33,34,38,16,10,,2,4,1,1,1,3,0,0,0,10,256700,172,39795,482,4800,10462,320,12735,160,197604,20,56402010
10/026,3/2/2010,1,6,10,21,28,35,46,,,3,3,3,0,2,1,0,0,0,7,291475,237,22955,361,4800,11826,320,10783,160,200931,20,48534300
10/025,2/27/2010,16,17,18,22,25,36,47,,,2,4,0,3,2,1,0,0,0,2,752935,122,32915,218,4800,6920,320,6238,160,118337,20,32699329
10/024,2/25/2010,11,20,31,37,44,47,46,44,,4,2,0,2,0,2,2,0,0,4,382635,70,58305,159,4800,3527,320,4693,160,70608,20,28273443
10/023,2/23/2010,8,19,43,44,48,49,46,,,3,3,1,1,0,0,4,1,23075320,5,541875,196,36860,725,4800,9888,320,14371,160,182042,20,60061602
10/022,2/20/2010,3,4,11,15,32,45,1,"4,11,32",,4,2,2,2,0,1,1,0,0,0,0,82,53940,387,4800,6400,320,11293,160,116382,20,37392609
10/021,2/18/2010,4,5,7,11,28,32,3,7,,3,3,3,1,1,1,0,0,0,4,276025,264,11160,740,4800,10667,320,17136,160,155972,20,37447445
10/020,2/15/2010,1,7,17,20,29,49,19,29,,5,1,2,2,1,0,1,0,0,2,451880,80,30125,265,4800,4234,320,7853,160,76305,20,22278489
10/019,2/13/2010,5,21,26,27,28,29,44,"21,27",,4,2,1,0,5,0,0,1,5000000,0,0,150,20345,185,4800,6735,320,4872,160,98834,20,26204440
10/018,2/11/2010,21,24,27,32,35,36,16,,,3,3,0,0,3,3,0,1,5000000,4,337040,93,38655,220,4800,4609,320,6218,160,84150,20,27936326
10/017,2/9/2010,4,8,10,13,14,49,7,13,,2,4,3,2,0,0,1,1,38609565,11,382105,417,26875,1186,4800,19975,320,31762,160,346992,20,101668618
10/016,2/6/2010,1,5,13,16,24,41,14,,,4,2,2,2,1,0,1,0,0,1,1207970,91,35395,216,4800,4515,320,6495,160,87526,20,26149782
10/015,2/4/2010,9,20,25,36,42,47,13,,,3,3,1,1,1,1,2,1,10438295,5,325515,168,25830,269,4800,7950,320,7540,160,122929,20,35970379
10/014,2/2/2010,1,10,13,14,38,39,41,,,3,3,2,2,0,2,0,0,0,3,484075,112,34575,228,4800,6184,320,6989,160,111947,20,31610376
10/013,1/30/2010,2,4,6,30,32,34,40,32,30,0,6,3,0,1,2,0,2,2500000,0,0,106,30155,180,4800,4479,320,5009,160,85763,20,25179240
10/012,1/28/2010,3,9,15,32,43,46,28,9,,4,2,2,1,0,1,2,1,15859435,5,415130,110,50315,345,4800,6685,320,10317,160,132686,20,43159386
10/011,1/26/2010,8,9,17,31,37,38,2,,,4,2,2,1,0,3,0,0,0,2,772075,153,26910,355,4800,7683,320,9976,160,132959,20,36537694
10/010,1/23/2010,18,19,26,34,39,46,2,,,2,4,0,2,1,2,1,0,0,1,1301665,60,57850,174,4800,3669,320,4730,160,69934,20,25371963
10/009,1/21/2010,6,7,17,24,41,48,16,"24,41",,3,3,2,1,1,0,2,2,12523770,2,1339080,156,45780,453,4800,8854,320,13053,160,174715,20,55945818
10/008,1/19/2010,2,3,9,24,33,41,40,,,4,2,3,0,1,1,1,0,0,5,403990,160,33665,386,4800,8260,320,10231,160,165225,20,44880911
10/007,1/17/2010,5,18,19,28,35,45,27,35,,4,2,1,2,1,1,1,0,0,2,760575,132,30730,373,4800,7389,320,10038,160,128391,20,36060558
10/006,1/14/2010,21,26,27,35,38,48,41,48,,3,3,0,0,3,2,1,0,0,0,0,80,46320,160,4800,3859,320,4778,160,78880,20,26900313
10/005,1/12/2010,9,23,25,29,30,48,1,,,4,2,1,0,4,0,1,1,23594340,4,614165,180,36395,546,4800,10116,320,15896,160,182214,20,55635198
10/004,1/9/2010,4,8,16,39,40,45,10,"16,45",,2,4,2,1,0,2,1,0,0,3,650010,110,47270,301,4800,5939,320,9230,160,113660,20,39594809
10/003,1/7/2010,5,14,16,25,45,48,42,"5,14,16",,3,3,1,2,1,0,2,0,0,1,1791400,96,49760,210,4800,5299,320,6312,160,101799,20,34950858
10/002,1/5/2010,5,14,16,22,26,28,27,"16,22",5,1,5,1,2,3,0,0,0,0,5,251160,118,28520,297,4800,5829,320,8814,160,102474,20,29541793
10/001,1/2/2010,11,13,16,18,21,22,6,,,3,3,0,4,2,0,0,4,3629600,6,225535,240,15035,561,4800,9257,320,12887,160,142101,20,37912596
09/154,12/31/2009,26,28,31,33,40,41,19,"33,40",31,3,3,0,0,2,3,1,0,0,3,606525,103,47105,256,4800,5902,320,7320,160,108397,20,36642181
09/153,12/29/2009,9,27,33,38,39,40,14,27,,4,2,1,0,1,4,0,0,0,2,626905,117,28575,279,4800,5838,320,6999,160,98280,20,28663382
09/152,12/26/2009,6,17,21,27,36,42,23,27,,3,3,1,1,2,1,1,1,5000000,1,1051600,86,32605,174,4800,3996,320,5300,160,74477,20,22510037
09/151,12/24/2009,20,22,26,27,31,44,49,44,,2,4,0,1,3,1,1,1,44681575,2,2338490,232,53755,606,4800,14036,320,17053,160,271118,20,92249753
09/150,12/22/2009,6,23,30,33,43,44,10,,,3,3,1,0,2,1,2,0,0,10,355020,266,35590,799,4800,15866,320,19923,160,261039,20,80240130
09/149,12/20/2009,2,4,24,28,32,45,38,"2,4",,1,5,2,0,2,1,1,0,0,1,1450420,106,36485,343,4800,6178,320,9385,160,110349,20,33255236
09/148,12/17/2009,2,4,30,37,43,49,10,,,3,3,2,0,1,1,2,0,0,0,0,51,71495,137,4800,2676,320,4837,160,58958,20,24971908
09/147,12/15/2009,10,27,28,40,46,47,18,"40,46",,2,4,1,0,2,1,2,1,22783415,1,2528130,125,53930,346,4800,7337,320,10716,160,140850,20,50113669
09/146,12/12/2009,8,9,37,40,46,49,41,"8,49",,3,3,2,0,0,2,2,0,0,1,1842730,88,55840,218,4800,4546,320,6485,160,96353,20,35121571
09/145,12/10/2009,4,8,15,16,34,49,45,,,2,4,2,2,0,1,1,0,0,1,1556940,99,41935,218,4800,6263,320,6483,160,101988,20,32470186
09/144,12/8/2009,6,12,23,29,31,35,21,"23,35",,4,2,1,1,2,2,0,0,0,1,1204545,143,22460,309,4800,5718,320,7429,160,99760,20,28370956
09/143,12/5/2009,1,14,17,23,35,38,31,,,4,2,1,2,1,2,0,1,9313755,1,1437915,111,34540,228,4800,5602,320,6668,160,106633,20,30779516
09/142,12/3/2009,10,15,20,21,34,46,4,10,,2,4,1,2,1,1,1,0,0,1,1400230,64,58340,184,4800,3805,320,5424,160,72969,20,27198411
09/141,12/1/2009,4,5,10,17,39,44,24,"5,39",,3,3,3,1,0,1,1,1,5000000,1,1406880,80,46895,212,4800,4444,320,7284,160,87841,20,29016142
09/140,11/28/2009,1,5,25,32,38,39,4,1,,4,2,2,0,1,3,0,1,5000000,1,1159890,88,35145,208,4800,4343,320,6254,160,80707,20,25004142
09/139,11/26/2009,1,3,9,17,18,42,7,,,4,2,3,2,0,0,1,2,17964920,12,191960,567,10845,1647,4800,23652,320,34730,160,339280,20,78128031
09/138,11/24/2009,7,21,24,33,35,45,26,45,24,5,1,1,0,2,2,1,0,0,4,751605,212,37815,553,4800,12204,320,16146,160,222381,20,65955252
09/137,11/21/2009,2,8,23,28,38,45,21,45,,2,4,2,0,2,1,1,1,21124030,6,284300,414,10985,380,4800,12872,320,11323,160,172635,20,43896883
09/136,11/19/2009,11,13,19,35,41,45,24,,19,6,0,0,3,0,1,2,0,0,2,856745,110,41535,346,4800,6629,320,9392,160,125836,20,37693803
09/135,11/17/2009,2,4,9,28,42,43,45,"28,42",,2,4,3,0,1,0,2,0,0,0,0,98,39905,229,4800,5321,320,6180,160,105994,20,30841355
09/134,11/14/2009,3,6,15,26,28,42,21,6,,2,4,2,1,2,0,1,0,0,1,1027760,99,27680,253,4800,4992,320,6436,160,91420,20,24443446
09/133,11/12/2009,1,6,9,10,20,46,14,,,2,4,4,1,0,0,1,1,7571125,4,214260,301,9600,445,4800,12319,320,11169,160,161741,20,32141683
09/132,11/10/2009,2,8,18,22,24,35,17,"2,35",,1,5,2,1,2,1,0,0,0,1,953295,177,14360,334,4800,7403,320,7919,160,114870,20,26893255
09/131,11/8/2009,2,17,27,32,35,38,41,,,3,3,1,1,1,3,0,1,9883590,1,1627860,89,48770,215,4800,5285,320,6462,160,104559,20,32914892
09/130,11/5/2009,3,9,13,31,40,42,30,"3,42",,4,2,2,1,0,2,1,0,0,1,1188960,84,38015,257,4800,4647,320,6730,160,84426,20,26289729
09/129,11/3/2009,3,19,33,42,43,45,44,,3,5,1,1,1,0,1,3,1,24323900,5,500245,144,46315,473,4800,10032,320,14075,160,182983,20,55030646
09/128,10/31/2009,11,25,27,29,30,44,23,44,,4,2,0,1,4,0,1,0,0,2,883260,118,40125,537,4800,6963,320,12117,160,125579,20,41106877
09/127,10/29/2009,13,14,15,16,18,44,48,"13,16",,2,4,0,5,0,0,1,0,0,0,0,242,18005,230,4800,5836,320,6125,160,93370,20,32891874
09/126,10/27/2009,13,16,31,35,41,42,36,41,,4,2,0,2,0,2,2,0,0,6,231145,68,54385,176,4800,3786,320,5749,160,71296,20,26967501
09/125,10/24/2009,22,25,26,34,41,45,15,,,3,3,0,0,3,1,2,2,15187950,3,932505,158,47215,437,4800,8508,320,13967,160,163022,20,57055406
09/124,10/22/2009,1,2,24,29,40,47,7,,,3,3,2,0,2,1,1,0,0,5,453485,114,53035,390,4800,7026,320,12448,160,138338,20,47203615
09/123,10/20/2009,8,26,34,36,39,46,35,,,1,5,1,0,1,3,1,0,0,1,1799870,106,45275,258,4800,7199,320,8732,160,129023,20,38343673
09/122,10/18/2009,2,4,15,20,32,42,48,15,,1,5,2,2,0,1,1,0,0,2,796905,103,41260,179,4800,5041,320,6055,160,94452,20,31493587
09/121,10/15/2009,15,17,22,37,39,47,26,15,15,5,1,0,2,1,2,1,0,0,2,647455,75,46040,180,4800,4571,320,6032,160,83805,20,26767829
09/120,10/13/2009,13,15,18,36,43,45,7,,13,4,2,0,3,0,1,2,1,5000000,1,1367820,82,44480,213,4800,4538,320,7392,160,84767,20,28469081
09/119,10/10/2009,2,12,16,19,20,49,4,,,2,4,1,4,0,0,1,1,16868270,2,897615,109,43920,362,4800,6772,320,10018,160,121929,20,39070225
09/118,10/8/2009,21,31,33,35,39,44,28,,,5,1,0,0,1,4,1,0,0,7,244775,99,46150,280,4800,5634,320,7779,160,97757,20,34998790
09/117,10/6/2009,12,15,17,24,36,49,14,,,3,3,0,3,1,1,1,0,0,0,0,91,39330,199,4800,5088,320,7258,160,94247,20,28634713
09/116,10/3/2009,4,6,11,16,22,39,10,,,2,4,2,2,1,1,0,1,5000000,1,1015455,158,17135,445,4800,7162,320,11494,160,116589,20,29699995
09/115,9/29/2009,1,5,15,33,40,48,21,1,,4,2,2,1,0,2,1,1,30628460,5,708560,237,39860,645,4800,13857,320,17597,160,255205,20,76675076
09/114,9/27/2009,1,3,9,30,41,47,19,9,,5,1,3,0,1,0,2,1,5000000,2,575750,55,55830,264,4800,4243,320,7912,160,91161,20,26207558
09/113,9/24/2009,9,19,22,26,34,36,24,9,,2,4,1,1,2,2,0,1,13320465,7,221930,119,34810,487,4800,7480,320,11745,160,136919,20,38392456
09/112,9/22/2009,1,5,9,18,24,32,38,,,3,3,3,1,1,1,0,0,0,8,152490,223,14640,428,4800,9399,320,10203,160,150222,20,34509834
09/111,9/19/2009,20,23,28,37,39,41,26,28,,4,2,0,1,2,2,1,0,0,1,1225555,56,58355,187,4800,3278,320,4725,160,68850,20,24181441
09/110,9/17/2009,19,21,24,28,30,48,26,,,2,4,0,1,4,0,1,1,22080625,3,764595,138,44320,442,4800,7969,320,12119,160,154477,20,49082557
09/109,9/15/2009,11,14,16,17,35,49,34,"14,17,35",,4,2,0,4,0,1,1,0,0,5,370680,102,48455,280,4800,5762,320,7498,160,110339,20,37356258
09/108,9/12/2009,1,3,14,17,35,43,47,35,,5,1,2,2,0,1,1,0,0,4,386580,69,59760,189,4800,4726,320,5982,160,95129,20,30754620
09/107,9/10/2009,7,29,31,32,33,35,48,,,5,1,1,0,1,4,0,0,0,4,329075,126,27855,176,4800,5620,320,4986,160,90151,20,27569197
09/106,9/8/2009,11,13,16,20,21,28,15,,,3,3,0,4,2,0,0,2,7612335,5,365955,172,28365,423,4800,8605,320,11152,160,149741,20,42533329
09/105,9/6/2009,9,24,35,40,41,48,31,9,,3,3,1,0,1,2,2,0,0,3,526145,69,61000,173,4800,4009,320,5331,160,81622,20,29930095
09/104,9/4/2009,6,9,14,17,47,49,38,17,,4,2,2,2,0,0,2,0,0,2,661525,101,34930,271,4800,5499,320,8145,160,101668,20,29796211
09/103,9/1/2009,17,19,22,27,40,46,4,17,,3,3,0,2,2,1,1,2,16408335,6,599050,184,52090,466,4800,9927,320,16059,160,196183,20,70812128
09/102,8/29/2009,4,17,18,26,33,35,40,17,,3,3,1,2,1,2,0,0,0,1,2315905,196,31505,328,4800,8223,320,9608,160,150192,20,47617173
09/101,8/27/2009,5,8,17,24,30,42,34,"5,24",,2,4,2,1,2,0,1,0,0,5,382295,163,31270,328,4800,7559,320,8656,160,139295,20,41051580
09/100,8/25/2009,5,11,12,15,24,32,39,"12,32",,3,3,1,3,1,1,0,0,0,4,362625,160,24175,326,4800,8431,320,8915,160,140624,20,35422394
09/099,8/22/2009,3,4,12,29,32,48,16,"12,29",,2,4,2,1,1,1,1,0,0,1,1204410,48,66910,195,4800,4010,320,5676,160,80560,20,25115088
09/098,8/20/2009,12,15,22,26,27,29,37,15,,3,3,0,2,4,0,0,1,29692395,3,989605,205,38615,468,4800,12055,320,14249,160,210285,20,63591115
09/097,8/18/2009,1,3,15,18,20,33,48,20,18,4,2,2,3,0,1,0,0,0,6,358840,176,32620,510,4800,10558,320,12482,160,188432,20,50677123
09/096,8/15/2009,6,16,20,23,24,34,42,6,,1,5,1,2,2,1,0,0,0,1,1736605,105,44100,285,4800,5492,320,7653,160,111548,20,35746815
09/095,8/13/2009,3,6,18,27,29,37,4,,,4,2,2,1,2,1,0,0,0,2,686160,148,24725,319,4800,7062,320,8784,160,120604,20,32708123
09/094,8/11/2009,1,15,23,24,31,39,33,23,,5,1,1,1,2,2,0,0,0,3,472355,89,42745,178,4800,4921,320,6469,160,91758,20,29038546
09/093,8/8/2009,5,8,10,11,23,30,42,,8,3,3,3,1,2,0,0,5,1000000,4,113805,334,9600,249,4800,10346,320,6618,160,133022,20,25451186
09/092,8/6/2009,18,28,38,39,47,48,24,,,2,4,0,1,1,2,2,3,6153815,7,181115,679,9600,517,4800,18330,320,12597,160,173187,20,49189396
09/091,8/4/2009,9,27,32,34,36,37,20,,,3,3,1,0,1,4,0,0,0,6,310340,132,37615,353,4800,8018,320,8435,160,139394,20,40813015
09/090,8/1/2009,1,8,20,45,47,48,11,,1,3,3,2,1,0,0,3,0,0,2,678640,94,38500,305,4800,5251,320,8629,160,98336,20,30435646
09/089,7/30/2009,4,11,12,18,21,40,44,"4,11",,2,4,1,3,1,1,0,0,0,2,588785,84,37380,176,4800,4961,320,4699,160,91553,20,25263507
09/088,7/28/2009,4,11,20,28,46,49,31,4,28,2,4,1,2,1,0,2,1,30473820,6,581875,213,43705,441,4800,11339,320,13868,160,215233,20,70085150
09/087,7/25/2009,4,22,23,31,36,47,20,47,,3,3,1,0,2,2,1,0,0,2,634090,56,60385,138,4800,3388,320,4109,160,69250,20,24221673
09/086,7/23/2009,1,3,11,15,39,47,44,"1,15",,6,0,2,2,0,1,1,1,16800000,3,654365,100,52345,235,4800,6059,320,6812,160,125945,20,38995233
09/085,7/21/2009,1,4,6,13,15,48,39,,,3,3,3,2,0,0,1,0,0,1,1597675,146,29180,230,4800,7211,320,6344,160,132945,20,34796191
09/084,7/18/2009,24,28,29,38,39,41,19,29,,3,3,0,0,3,2,1,0,0,0,0,64,46565,263,4800,3591,320,5367,160,63132,20,23560581
09/083,7/16/2009,3,5,14,17,29,45,31,,,5,1,2,2,1,0,1,1,5000000,3,401330,124,25890,246,4800,4548,320,6192,160,89012,20,26347746
09/082,7/14/2009,2,10,19,39,46,47,41,"2,47",,3,3,2,1,0,1,2,1,5000000,1,1495300,59,67580,154,4800,3738,320,4268,160,77234,20,27995371
09/081,7/11/2009,2,9,18,21,32,47,26,,,3,3,2,1,1,1,1,1,10746100,2,749010,103,38780,252,4800,5482,320,6747,160,100473,20,31532265
09/080,7/9/2009,4,24,26,30,31,46,2,30,,1,5,1,0,3,1,1,0,0,0,0,91,36685,218,4800,4663,320,6126,160,81879,20,26534431
09/079,7/7/2009,6,27,30,38,41,47,20,,,3,3,1,0,2,1,2,1,10490230,1,1830075,80,61000,210,4800,4984,320,6464,160,101277,20,35314773
09/078,7/4/2009,2,14,17,19,20,49,26,19,,3,3,1,4,0,0,1,0,0,3,437825,62,56490,125,4800,3509,320,5207,160,70778,20,25178074
09/077,7/2/2009,6,19,22,24,29,40,4,,,2,4,1,1,3,1,0,1,23037500,1,2147395,145,39490,494,4800,8832,320,13714,160,166987,20,49009714
09/076,6/30/2009,5,11,15,17,25,46,24,,,5,1,1,3,1,0,1,0,0,2,920980,180,27285,386,4800,10153,320,11718,160,168953,20,44166871
09/075,6/27/2009,16,18,21,26,30,48,45,"26,30",,1,5,0,2,3,0,1,0,0,2,799975,62,68815,164,4800,3957,320,5073,160,81216,20,30020146
09/074,6/25/2009,12,19,26,30,36,45,20,19,,2,4,0,2,2,1,1,0,0,0,0,68,49785,155,4800,3794,320,5271,160,72579,20,25099706
09/073,6/23/2009,1,19,34,39,43,48,45,,,4,2,1,1,0,2,2,1,40097340,5,806485,209,51450,457,4800,11481,320,14478,160,221314,20,78059293
09/072,6/20/2009,7,11,24,32,35,49,46,11,,4,2,1,1,1,2,1,1,5000000,2,609540,80,40635,171,4800,4018,320,5242,160,78658,20,24906257
09/071,6/18/2009,2,11,17,19,22,26,13,,,3,3,1,3,2,0,0,1,5000000,6,171625,133,20645,305,4800,6085,320,7739,160,103103,20,26398877
09/070,6/16/2009,16,25,27,30,37,41,36,25,16,4,2,0,1,3,1,1,1,5000000,1,1419320,63,60075,140,4800,3440,320,5482,160,70638,20,26778950
09/069,6/14/2009,12,13,25,39,42,43,38,43,,4,2,0,2,1,1,2,1,37337865,10,362595,224,43280,634,4800,11281,320,17046,160,208852,20,74298944
09/068,6/11/2009,8,11,15,20,33,43,34,,11,4,2,1,3,0,1,1,0,0,3,845945,202,33500,496,4800,10692,320,13807,160,199125,20,56641291
